Word                     	Lemmatized               	           Frequency
mESHD016055              	mESHD016055              	                   1
efficiencies             	efficiency               	                   1
cOD                      	cOD                      	                   1
nH4                      	nH4                      	                   1
nO3                      	nO3                      	                   1
tN                       	tN                       	                   1
69                       	69                       	                   1
mESHD006812              	mESHD006812              	                   1
mostly                   	mostly                   	                   1
individually             	individually             	                   1
modulated                	modulate                 	                   1
exert                    	exert                    	                   1
evaluates                	evaluates                	                   1
tCMI                     	tCMI                     	                   1
salviae                  	salviae                  	                   1
miltiorrhizae            	miltiorrhizae            	                   1
ligustrazine             	ligustrazine             	                   1
hydrochloride            	hydrochloride            	                   1
sLI                      	sLI                      	                   1
aid                      	aid                      	                   1
pCA                      	pCA                      	                   1
mESHD002241              	mESHD002241              	                   1
mESHC017616              	mESHC017616              	                   1
salts                    	salt                     	                   1
baite                    	baite                    	                   1
pharmaceutical           	pharmaceutical           	                   1
ltd                      	ltd                      	                   1
comprehensively          	comprehensively          	                   1
correctly                	correctly                	                   1
reflects                 	reflect                  	                   1
weak                     	weak                     	                   1
inappropriate            	inappropriate            	                   1
map                      	map                      	                   1
paid                     	paid                     	                   1
na                       	na                       	                   1
da                       	da                       	                   1
multivariate             	multivariate             	                   1
anatomical               	anatomical               	                   1
tension                  	tension                  	                   1
cadavers                 	cadaver                  	                   1
connecting               	connect                  	                   1
occipital                	occipital                	                   1
eminence                 	eminence                 	                   1
mastoid                  	mastoid                  	                   1
spinous                  	spinous                  	                   1
7th                      	7th                      	                   1
cervical                 	cervical                 	                   1
vertebrae                	vertebra                 	                   1
horizontal               	horizontal               	                   1
mESHD001466              	mESHD001466              	                   1
labeling                 	label                    	                   1
opposite                 	opposite                 	                   1
transverse               	transverse               	                   1
plane                    	plane                    	                   1
intersections            	intersection             	                   1
vertical                 	vertical                 	                   1
points                   	point                    	                   1
depths                   	depth                    	                   1
50                       	50                       	                   1
38                       	38                       	                   1
08                       	08                       	                   1
accurately               	accurately               	                   1
defining                 	define                   	                   1
mESHD018781              	mESHD018781              	                   1
ti                       	ti                       	                   1
mESHC045358              	mESHC045358              	                   1
eTL                      	eTL                      	                   1
synthesize               	synthesize               	                   1
bu                       	bu                       	                   1
mESHC006848              	mESHC006848              	                   1
precipitator             	precipitator             	                   1
ozone                    	ozone                    	                   1
remove                   	remove                   	                   1
residuals                	residual                 	                   1
pCE                      	pCE                      	                   1
pCEs                     	pCEs                     	                   1
74                       	74                       	                   1
consuming                	consume                  	                   1
commercialization        	commercialization        	                   1
processed                	process                  	                   1
sex                      	sex                      	                   1
730                      	730                      	                   1
5866                     	5866                     	                   1
6864                     	6864                     	                   1
2008                     	2008                     	                   1
2010                     	2010                     	                   1
2014                     	2014                     	                   1
multicenter              	multicenter              	                   1
brazilian                	brazilian                	                   1
civil                    	civil                    	                   1
servants                 	servant                  	                   1
interview                	interview                	                   1
schedule                 	schedule                 	                   1
cIS                      	cIS                      	                   1
demographic              	demographic              	                   1
pri                      	pri                      	                   1
interval                 	interval                 	                   1
06                       	06                       	                   1
ignificant               	ignificant               	                   1
ncidence                 	ncidence                 	                   1
2143                     	2143                     	                   1
1160                     	1160                     	                   1
983                      	983                      	                   1
returned                 	return                   	                   1
depressive               	depressive               	                   1
screening                	screen                   	                   1
depression               	depression               	                   1
bene                     	bene                     	                   1
factorial                	factorial                	                   1
mESHC037556              	mESHC037556              	                   1
graphene                 	graphene                 	                   1
convert                  	convert                  	                   1
tEM                      	tEM                      	                   1
sEM                      	sEM                      	                   1
photoelectron            	photoelectron            	                   1
xPS                      	xPS                      	                   1
dosage                   	dosage                   	                   1
researched               	research                 	                   1
fairly                   	fairly                   	                   1
140                      	140                      	                   1
moles                    	mole                     	                   1
glucan                   	glucan                   	                   1
hydroxymethylfurfural    	hydroxymethylfurfural    	                   1
hMF                      	hMF                      	                   1
mESHD003681              	mESHD003681              	                   1
mESHD009202              	mESHD009202              	                   1
cluster                  	cluster                  	                   1
mESHD002311              	mESHD002311              	                   1
blocked                  	block                    	                   1
neutralizing             	neutralize               	                   1
intraperitoneal          	intraperitoneal          	                   1
upregulation             	upregulation             	                   1
numbers                  	number                   	                   1
disordered               	disorder                 	                   1
broken                   	broken                   	                   1
myofibers                	myofibers                	                   1
macrophages              	macrophage               	                   1
aAD                      	aAD                      	                   1
apoptotic                	apoptotic                	                   1
interstitial             	interstitial             	                   1
mESHD005355              	mESHD005355              	                   1
lactate                  	lactate                  	                   1
dehydrogenase            	dehydrogenase            	                   1
lDH                      	lDH                      	                   1
collagen                 	collagen                 	                   1
suppressed               	suppress                 	                   1
cleaved                  	cleave                   	                   1
possibly                 	possibly                 	                   1
gap                      	gap                      	                   1
investigating            	investigate              	                   1
prospectively            	prospectively            	                   1
females                  	female                   	                   1
dOrtmund                 	dOrtmund                 	                   1
anthropometric           	anthropometric           	                   1
longitudinally           	longitudinally           	                   1
dONALD                   	dONALD                   	                   1
166                      	166                      	                   1
cattell                  	cattell                  	                   1
fair                     	fair                     	                   1
german                   	german                   	                   1
cFT                      	cFT                      	                   1
v3                       	v3                       	                   1
v4                       	v4                       	                   1
illumina                 	illumina                 	                   1
amalgamation             	amalgamation             	                   1
regressed                	regress                  	                   1
amalgamated              	amalgamate               	                   1
amalgams                 	amalgam                  	                   1
named                    	name                     	                   1
ruminococcaceae          	ruminococcaceae          	                   1
coriobacteriaceae        	coriobacteriaceae        	                   1
ntion                    	ntion                    	                   1
bed                      	bed                      	                   1
illustrate               	illustrate               	                   1
charts                   	chart                    	                   1
2017                     	2017                     	                   1
admitted                 	admit                    	                   1
descriptive              	descriptive              	                   1
express                  	express                  	                   1
60                       	60                       	                   1
mESHD000077727           	mESHD000077727           	                   1
mESHD014640              	mESHD014640              	                   1
urinary                  	urinary                  	                   1
uTIs                     	uTIs                     	                   1
mESHD010019              	mESHD010019              	                   1
lactamase                	lactamase                	                   1
microorganism            	microorganism            	                   1
44                       	44                       	                   1
methicillin              	methicillin              	                   1
mRSA                     	mRSA                     	                   1
shifting                 	shift                    	                   1
savings                  	saving                   	                   1
avoided                  	avoid                    	                   1
hospitalization          	hospitalization          	                   1
readmissions             	readmission              	                   1
mESHC029424              	mESHC029424              	                   1
cyclot                   	cyclot                   	                   1
azine                    	azine                    	                   1
detonation               	detonation               	                   1
powder                   	powder                   	                   1
deduce                   	deduce                   	                   1
radial                   	radial                   	                   1
van                      	van                      	                   1
der                      	der                      	                   1
waals                    	waals                    	                   1
vdW                      	vdW                      	                   1
bulk                     	bulk                     	                   1
cauchy                   	cauchy                   	                   1
decrea                   	decrea                   	                   1
mESHD002303              	mESHD002303              	                   1
mproved                  	mproved                  	                   1
ductibility              	ductibility              	                   1
405                      	405                      	                   1
kJ                       	kJ                       	                   1
implies                  	implies                  	                   1
ambient                  	ambient                  	                   1
ir                       	ir                       	                   1
pathophysiological       	pathophysiological       	                   1
prebiotics               	prebiotics               	                   1
supplement               	supplement               	                   1
fiterman                 	fiterman                 	                   1
pharma                   	pharma                   	                   1
iasi                     	iasi                     	                   1
romania                  	romania                  	                   1
iB                       	iB                       	                   1
mESHD051271              	mESHD051271              	                   1
finished                 	finish                   	                   1
adding                   	add                      	                   1
rought                   	rought                   	                   1
extra                    	extra                    	                   1
everity                  	everity                  	                   1
68                       	68                       	                   1
004                      	004                      	                   1
abdominal                	abdominal                	                   1
040                      	040                      	                   1
bristol                  	bristol                  	                   1
ssociated                	ssociated                	                   1
obvious                  	obvious                  	                   1
bo                       	bo                       	                   1
mESHD012778              	mESHD012778              	                   1
biomorphic               	biomorphic               	                   1
templated                	templated                	                   1
flax                     	flax                     	                   1
biomimetic               	biomimetic               	                   1
wet                      	wet                      	                   1
mLTPS                    	mLTPS                    	                   1
maintained               	maintain                 	                   1
excellence               	excellence               	                   1
overcame                 	overcame                 	                   1
deficiency               	deficiency               	                   1
diffusion                	diffusion                	                   1
250                      	250                      	                   1
ppb                      	ppb                      	                   1
87                       	87                       	                   1
130                      	130                      	                   1
mESHD005557              	mESHD005557              	                   1
oxides                   	oxide                    	                   1
templating               	templating               	                   1
tumor                    	tumor                    	                   1
tiO2                     	tiO2                     	                   1
scrutinized              	scrutinize               	                   1
gastrointestinal         	gastrointestinal         	                   1
cRC                      	cRC                      	                   1
cre                      	cre                      	                   1
loxP                     	loxP                     	                   1
knockout                 	knockout                 	                   1
develops                 	develops                 	                   1
pilot                    	pilot                    	                   1
exposed                  	expose                   	                   1
mESHD006965              	mESHD006965              	                   1
lymphatic                	lymphatic                	                   1
nodules                  	nodule                   	                   1
base                     	base                     	                   1
mESHD011127              	mESHD011127              	                   1
iI                       	iI                       	                   1
translational            	translational            	                   1
nuclear                  	nuclear                  	                   1
circadian                	circadian                	                   1
rhythm                   	rhythm                   	                   1
trainee                  	trainee                  	                   1
resuscitation            	resuscitation            	                   1
managing                 	manage                   	                   1
omplicated               	omplicated               	                   1
st                       	st                       	                   1
observational            	observational            	                   1
sub                      	sub                      	                   1
interns                  	intern                   	                   1
managed                  	manage                   	                   1
card                     	card                     	                   1
ient                     	ient                     	                   1
stat                     	stat                     	                   1
itical                   	itical                   	                   1
delphi                   	delphi                   	                   1
society                  	society                  	                   1
emergency                	emergency                	                   1
neurological             	neurological             	                   1
item                     	item                     	                   1
eleven                   	eleven                   	                   1
verbalized               	verbalize                	                   1
differential             	differential             	                   1
electrocardiogram        	electrocardiogram        	                   1
recognized               	recognize                	                   1
abnormal                 	abnormal                 	                   1
consulted                	consult                  	                   1
cardiology               	cardiology               	                   1
decided                  	decide                   	                   1
start                    	start                    	                   1
insisted                 	insist                   	                   1
reconsider               	reconsider               	                   1
checklist                	checklist                	                   1
intermediate             	intermediate             	                   1
expert                   	expert                   	                   1
fidelity                 	fidelity                 	                   1
manikin                  	manikin                  	                   1
holds                    	hold                     	                   1
heavily                  	heavily                  	                   1
histone                  	histone                  	                   1
neglected                	neglect                  	                   1
stressors                	stressor                 	                   1
modifications            	modification             	                   1
hold                     	hold                     	                   1
discovering              	discover                 	                   1
mESHD002318              	mESHD002318              	                   1
emphasis                 	emphasis                 	                   1
put                      	put                      	                   1
relations                	relation                 	                   1
briefly                  	briefly                  	                   1
ultrasonic               	ultrasonic               	                   1
fEM                      	fEM                      	                   1
drawing                  	draw                     	                   1
growing                  	grow                     	                   1
controllability          	controllability          	                   1
location                 	location                 	                   1
inevitable               	inevitable               	                   1
preventive               	preventive               	                   1
infec                    	infec                    	                   1
mESHD003141              	mESHD003141              	                   1
hough                    	hough                    	                   1
lithi                    	lithi                    	                   1
miniaturization          	miniaturization          	                   1
miniaturize              	miniaturize              	                   1
mounting                 	mount                    	                   1
demonstration            	demonstration            	                   1
mHz                      	mHz                      	                   1
finite                   	finite                   	                   1
element                  	element                  	                   1
analyzer                 	analyzer                 	                   1
icles                    	icles                    	                   1
atomized                 	atomize                  	                   1
particles                	particle                 	                   1
ceramics                 	ceramic                  	                   1
affect                   	affect                   	                   1
nebulizer                	nebulizer                	                   1
detecting                	detect                   	                   1
ethanolic                	ethanolic                	                   1
orthogonal               	orthogonal               	                   1
projections              	projection               	                   1
latent                   	latent                   	                   1
discriminant             	discriminant             	                   1
oPLS                     	oPLS                     	                   1
dA                       	dA                       	                   1
tentatively              	tentatively              	                   1
unambiguously            	unambiguously            	                   1
tetramethoxyflavone      	tetramethoxyflavone      	                   1
mESHD005419              	mESHD005419              	                   1
c32                      	c32                      	                   1
c34                      	c34                      	                   1
acetylated               	acetylate                	                   1
polyhydroxy              	polyhydroxy              	                   1
fatty                    	fatty                    	                   1
leaves                   	leaf                     	                   1
elucidated               	elucidate                	                   1
experimentally           	experimentally           	                   1
verified                 	verify                   	                   1
emphasizing              	emphasize                	                   1
narrow                   	narrow                   	                   1
concepts                 	concept                  	                   1
extract                  	extract                  	                   1
prefractionation         	prefractionation         	                   1
extensively              	extensively              	                   1
printing                 	printing                 	                   1
orthopedic               	orthopedic               	                   1
adopted                  	adopt                    	                   1
threads                  	thread                   	                   1
commercialized           	commercialize            	                   1
vented                   	vent                     	                   1
screw                    	screw                    	                   1
tapered                  	taper                    	                   1
tip                      	tip                      	                   1
pound                    	pound                    	                   1
cubic                    	cubic                    	                   1
foot                     	foot                     	                   1
mESHD011140              	mESHD011140              	                   1
foam                     	foam                     	                   1
blocks                   	block                    	                   1
static                   	static                   	                   1
immersion                	immersion                	                   1
corrosion                	corrosion                	                   1
049                      	049                      	                   1
zealand                  	zealand                  	                   1
sAs                      	sAs                      	                   1
reattach                 	reattach                 	                   1
mESHD052256              	mESHD052256              	                   1
fraction                 	fraction                 	                   1
histology                	histology                	                   1
attributable             	attributable             	                   1
mineralized              	mineralize               	                   1
osteocytes               	osteocyte                	                   1
faults                   	fault                    	                   1
rotating                 	rotate                   	                   1
machines                 	machine                  	                   1
huge                     	huge                     	                   1
proposes                 	proposes                 	                   1
compressive              	compressive              	                   1
compressed               	compress                 	                   1
estimator                	estimator                	                   1
geodesic                 	geodesic                 	                   1
spanning                 	span                     	                   1
tree                     	tree                     	                   1
gMST                     	gMST                     	                   1
compute                  	compute                  	                   1
efficiently              	efficiently              	                   1
stochastic               	stochastic               	                   1
proximity                	proximity                	                   1
embedding                	embed                    	                   1
sPE                      	sPE                      	                   1
neighbourhood            	neighbourhood            	                   1
nCA                      	nCA                      	                   1
classifier               	classifier               	                   1
loads                    	load                     	                   1
achieves                 	achieves                 	                   1
united                   	united                   	                   1
evolving                 	evolve                   	                   1
neuraxial                	neuraxial                	                   1
dosing                   	dose                     	                   1
regimens                 	regimen                  	                   1
modern                   	modern                   	                   1
provider                 	provider                 	                   1
allowing                 	allow                    	                   1
begin                    	begin                    	                   1
search                   	search                   	                   1
council                  	council                  	                   1
graduate                 	graduate                 	                   1
accredited               	accredit                 	                   1
anesthesiology           	anesthesiology           	                   1
dural                    	dural                    	                   1
continuous               	continuous               	                   1
infusion                 	infusion                 	                   1
programmed               	programmed               	                   1
intermittent             	intermittent             	                   1
surveyed                 	survey                   	                   1
received                 	receive                  	                   1
plurality                	plurality                	                   1
intrathecal              	intrathecal              	                   1
opioids                  	opioids                  	                   1
infusions                	infusion                 	                   1
mESHD002045              	mESHD002045              	                   1
mESHD000077212           	mESHD000077212           	                   1
emerged                  	emerge                   	                   1
preference               	preference               	                   1
opioid                   	opioid                   	                   1
solutions                	solution                 	                   1
1007                     	1007                     	                   1
s12630                   	s12630                   	                   1
02192                    	02192                    	                   1
striatal                 	striatal                 	                   1
conventional             	conventional             	                   1
supportive               	supportive               	                   1
synapses                 	synapsis                 	                   1
engulfment               	engulfment               	                   1
implicated               	implicate                	                   1
protective               	protective               	                   1
pathogenic               	pathogenic               	                   1
impacting                	impact                   	                   1
hu                       	hu                       	                   1
goal                     	goal                     	                   1
compromised              	compromise               	                   1
slower                   	slow                     	                   1
nanosurgery              	nanosurgery              	                   1
lysed                    	lysed                    	                   1
transiently              	transiently              	                   1
transfected              	transfected              	                   1
mous                     	mous                     	                   1
responding               	respond                  	                   1
formed                   	form                     	                   1
localize                 	localize                 	                   1
ggesting                 	ggesting                 	                   1
ociated                  	ociated                  	                   1
ensuring                 	ensure                   	                   1
diazo                    	diazo                    	                   1
auNPs                    	auNPs                    	                   1
uniformity               	uniformity               	                   1
reproducibility          	reproducibility          	                   1
coupling                 	couple                   	                   1
realized                 	realize                  	                   1
portable                 	portable                 	                   1
spectrometer             	spectrometer             	                   1
enhancement              	enhancement              	                   1
hAuCl4                   	hAuCl4                   	                   1
nitride                  	nitride                  	                   1
mumol                    	mumol                    	                   1
recovery                 	recovery                 	                   1
109                      	109                      	                   1
visualisation            	visualisation            	                   1
outputs                  	output                   	                   1
specified                	specify                  	                   1
retrieved                	retrieve                 	                   1
scopus                   	scopus                   	                   1
densely                  	densely                  	                   1
populated                	populate                 	                   1
capital                  	capital                  	                   1
cities                   	city                     	                   1
subject                  	subject                  	                   1
matter                   	matter                   	                   1
reflecting               	reflect                  	                   1
reaching                 	reach                    	                   1
reflected                	reflect                  	                   1
examining                	examine                  	                   1
reporting                	reporting                	                   1
analysing                	analyse                  	                   1
perpetrators             	perpetrator              	                   1
victims                  	victim                   	                   1
memory                   	memory                   	                   1
mESHD009422              	mESHD009422              	                   1
warned                   	warn                     	                   1
pursuing                 	pursue                   	                   1
daily                    	daily                    	                   1
overcome                 	overcome                 	                   1
slowed                   	slow                     	                   1
mESHD003072              	mESHD003072              	                   1
immunosorbent            	immunosorbent            	                   1
abeta1                   	abeta1                   	                   1
peptides                 	peptide                  	                   1
western                  	western                  	                   1
blot                     	blot                     	                   1
indicate                 	indicate                 	                   1
tau                      	tau                      	                   1
redistribution           	redistribution           	                   1
insignificant            	insignificant            	                   1
cytokine                 	cytokine                 	                   1
immunoglobulin           	immunoglobulin           	                   1
convenient               	convenient               	                   1
unwanted                 	unwanted                 	                   1
mESHD000544              	mESHD000544              	                   1
cracking                 	crack                    	                   1
cooking                  	cooking                  	                   1
mESHD009821              	mESHD009821              	                   1
trypsin                  	trypsin                  	                   1
lectins                  	lectin                   	                   1
labile                   	labile                   	                   1
hydrothermal             	hydrothermal             	                   1
inactivate               	inactivate               	                   1
eliminating              	eliminate                	                   1
nutrient                 	nutrient                 	                   1
bird                     	bird                     	                   1
offer                    	offer                    	                   1
mESHD009584              	mESHD009584              	                   1
corrected                	correct                  	                   1
manufacture              	manufacture              	                   1
t0                       	t0                       	                   1
t9                       	t9                       	                   1
combinations             	combination              	                   1
treatments               	treatment                	                   1
mESHD009207              	mESHD009207              	                   1
poorest                  	poorest                  	                   1
mESHD002971              	mESHD002971              	                   1
mESHD002972              	mESHD002972              	                   1
cL                       	cL                       	                   1
mESHD000013              	mESHD000013              	                   1
mESHC566419              	mESHC566419              	                   1
leaving                  	leave                    	                   1
embryogenesis            	embryogenesis            	                   1
cheiloplasty             	cheiloplasty             	                   1
veloplasty               	veloplasty               	                   1
chromogenic              	chromogenic              	                   1
semi                     	semi                     	                   1
neither                  	neither                  	                   1
vomer                    	vomer                    	                   1
seems                    	seem                     	                   1
intercorrelations        	intercorrelations        	                   1
exclude                  	exclude                  	                   1
clefts                   	cleft                    	                   1
organism                 	organism                 	                   1
exquisitely              	exquisitely              	                   1
organismal               	organismal               	                   1
mESHC536227              	mESHC536227              	                   1
comes                    	come                     	                   1
microenvironments        	microenvironments        	                   1
reside                   	reside                   	                   1
last                     	last                     	                   1
decades                  	decade                   	                   1
sophisticated            	sophisticated            	                   1
identity                 	identity                 	                   1
aspects                  	aspect                   	                   1
anatomy                  	anatomy                  	                   1
types                    	type                     	                   1
composing                	compose                  	                   1
aging                    	age                      	                   1
leukemic                 	leukemic                 	                   1
modeling                 	model                    	                   1
clinic                   	clinic                   	                   1
precise                  	precise                  	                   1
mESHD009362              	mESHD009362              	                   1
chemically               	chemically               	                   1
conjugated               	conjugate                	                   1
cVCL0291                 	cVCL0291                 	                   1
cVCL0320                 	cVCL0320                 	                   1
conjugation              	conjugation              	                   1
ignorable                	ignorable                	                   1
splenic                  	splenic                  	                   1
clearance                	clearance                	                   1
bALB                     	bALB                     	                   1
production               	production               	                   1
nanocarriers             	nanocarriers             	                   1
methoxy                  	methoxy                  	                   1
oxoethyl                 	oxoethyl                 	                   1
phenylsulfonyl           	phenylsulfonyl           	                   1
