Word                     	Lemmatized               	           Frequency
plugin                   	plugin                   	                   1
plurality                	plurality                	                   1
pneumonia                	pneumonia                	                   1
po                       	po                       	                   3
pockets                  	pocket                   	                   1
point                    	point                    	                   5
points                   	point                    	                   1
policies                 	policy                   	                   1
policy                   	policy                   	                   1
polish                   	polish                   	                   2
pollutants               	pollutant                	                   1
poly                     	poly                     	                   3
polycarbonate            	polycarbonate            	                   1
polycondensation         	polycondensation         	                   1
polyguanamines           	polyguanamines           	                   1
polyhydroxy              	polyhydroxy              	                   1
polymer                  	polymer                  	                   2
polymerase               	polymerase               	                   1
polymeric                	polymeric                	                   1
polymers                 	polymer                  	                   3
polymorphisms            	polymorphism             	                   4
polyp                    	polyp                    	                   1
poor                     	poor                     	                   7
poorest                  	poorest                  	                   1
poorly                   	poorly                   	                   2
popular                  	popular                  	                   2
popularity               	popularity               	                   1
populated                	populate                 	                   1
population               	population               	                  12
populations              	population               	                   1
pore                     	pore                     	                   3
pores                    	pore                     	                   4
porosity                 	porosity                 	                   1
porous                   	porous                   	                   8
portable                 	portable                 	                   1
poses                    	pose                     	                   1
position                 	position                 	                   5
positive                 	positive                 	                   7
positively               	positively               	                   3
possess                  	posse                    	                   2
possesses                	posse                    	                   1
possibilities            	possibility              	                   1
possibility              	possibility              	                   2
possible                 	possible                 	                   6
possibly                 	possibly                 	                   1
post                     	post                     	                  12
postdelivery             	postdelivery             	                   1
posted                   	post                     	                   1
posterior                	posterior                	                   1
postintervention         	postintervention         	                   1
potential                	potential                	                  23
potentially              	potentially              	                   8
poultry                  	poultry                  	                   2
pound                    	pound                    	                   1
powder                   	powder                   	                   1
power                    	power                    	                   2
powerful                 	powerful                 	                   1
ppb                      	ppb                      	                   1
ppm                      	ppm                      	                   5
practical                	practical                	                   2
practice                 	practice                 	                  10
practices                	practice                 	                   5
pre                      	pre                      	                   6
prebiotics               	prebiotics               	                   1
precipitation            	precipitation            	                   2
precipitator             	precipitator             	                   1
precise                  	precise                  	                   1
precision                	precision                	                   6
precluding               	preclude                 	                   1
precursor                	precursor                	                   1
precursors               	precursor                	                   4
predict                  	predict                  	                   2
predicted                	predict                  	                   4
prediction               	prediction               	                   3
predictive               	predictive               	                   2
predictors               	predictor                	                   1
predilection             	predilection             	                   1
prefer                   	prefer                   	                   1
preference               	preference               	                   1
preferentially           	preferentially           	                   1
preferred                	prefer                   	                   2
prefractionation         	prefractionation         	                   1
pregnancies              	pregnancy                	                   1
pregnancy                	pregnancy                	                   4
pregnant                 	pregnant                 	                  11
premature                	premature                	                   1
prenatal                 	prenatal                 	                   1
preoperative             	preoperative             	                   1
preparation              	preparation              	                   1
prepare                  	prepare                  	                   3
prepared                 	prepared                 	                   5
prescribed               	prescribed               	                   1
presence                 	presence                 	                   8
present                  	present                  	                  20
presentation             	presentation             	                   1
presentations            	presentation             	                   1
presented                	present                  	                   6
presenting               	present                  	                   2
presently                	presently                	                   1
presents                 	present                  	                   1
preservation             	preservation             	                   1
pressure                 	pressure                 	                   8
presumptive              	presumptive              	                   1
prevalence               	prevalence               	                   1
prevalent                	prevalent                	                   2
preventable              	preventable              	                   1
prevented                	prevent                  	                   2
preventive               	preventive               	                   1
previous                 	previous                 	                   2
previously               	previously               	                   2
pri                      	pri                      	                   1
price                    	price                    	                   1
primarily                	primarily                	                   1
primary                  	primary                  	                  10
prime                    	prime                    	                   1
principal                	principal                	                   2
printed                  	print                    	                   3
printing                 	printing                 	                   1
prior                    	prior                    	                   3
probes                   	probe                    	                   1
problem                  	problem                  	                   5
problems                 	problem                  	                   1
procedural               	procedural               	                   1
procedure                	procedure                	                   5
procedures               	procedure                	                   2
process                  	process                  	                  11
processed                	process                  	                   1
processes                	process                  	                   2
processing               	processing               	                   1
processivity             	processivity             	                   1
produce                  	produce                  	                   2
produced                 	produce                  	                   7
producing                	produce                  	                   2
production               	production               	                   1
productively             	productively             	                   1
products                 	product                  	                   8
professional             	professional             	                   1
professionals            	professional             	                   6
profiles                 	profile                  	                   3
profiling                	profile                  	                   2
profit                   	profit                   	                   1
progenitor               	progenitor               	                   4
progenitors              	progenitor               	                   2
program                  	program                  	                   3
programmed               	programmed               	                   1
programs                 	program                  	                   8
progress                 	progress                 	                   1
progressing              	progress                 	                   2
progression              	progression              	                   4
progressive              	progressive              	                   3
projection               	projection               	                   2
projections              	projection               	                   1
prokaryote               	prokaryote               	                   1
proliferation            	proliferation            	                   3
prominent                	prominent                	                   3
promise                  	promise                  	                   4
promising                	promising                	                   9
promote                  	promote                  	                   1
promoted                 	promote                  	                   2
promotes                 	promotes                 	                   1
prompt                   	prompt                   	                   1
prompted                 	prompt                   	                   1
prone                    	prone                    	                   1
propagated               	propagate                	                   1
proper                   	proper                   	                   4
properly                 	properly                 	                   1
properties               	property                 	                  12
propitious               	propitious               	                   1
proportional             	proportional             	                   2
propose                  	propose                  	                   2
proposed                 	propose                  	                  14
proposes                 	proposes                 	                   1
proposition              	proposition              	                   1
prospect                 	prospect                 	                   1
prospective              	prospective              	                   3
prospectively            	prospectively            	                   1
prospects                	prospect                 	                   2
prot                     	prot                     	                   1
protease                 	protease                 	                   3
protective               	protective               	                   1
protects                 	protects                 	                   2
protein                  	protein                  	                  12
proteins                 	protein                  	                   9
protocol                 	protocol                 	                   2
protocols                	protocol                 	                   3
protonation              	protonation              	                   1
proved                   	prove                    	                   3
provide                  	provide                  	                  14
provided                 	provide                  	                   6
provider                 	provider                 	                   1
providers                	provider                 	                   3
provides                 	provide                  	                  16
providing                	provide                  	                   4
proving                  	prove                    	                   1
proximity                	proximity                	                   1
pseudocapacitive         	pseudocapacitive         	                   1
pseudocapacitors         	pseudocapacitors         	                   2
psychoactive             	psychoactive             	                   2
ptrend                   	ptrend                   	                   3
pubMed                   	pubMed                   	                   1
public                   	public                   	                   5
publications             	publication              	                   5
published                	publish                  	                   7
pulmonar                 	pulmonar                 	                   1
pulmonary                	pulmonary                	                   2
pulposus                 	pulposus                 	                   1
puncture                 	puncture                 	                   3
pupil                    	pupil                    	                   3
pure                     	pure                     	                   1
purification             	purification             	                   2
purport                  	purport                  	                   1
purpose                  	purpose                  	                   6
purposes                 	purpose                  	                   2
pursuing                 	pursue                   	                   1
put                      	put                      	                   1
putatively               	putatively               	                   1
pyridinium               	pyridinium               	                   6
pyrolysis                	pyrolysis                	                   1
python                   	python                   	                   2
q1                       	q1                       	                   3
q175                     	q175                     	                   2
q2                       	q2                       	                   1
q3                       	q3                       	                   2
q4                       	q4                       	                   2
qoS                      	qoS                      	                   1
quadriceps               	quadriceps               	                   1
qualitative              	qualitative              	                   1
quality                  	quality                  	                  14
quantitative             	quantitative             	                   4
quantitatively           	quantitatively           	                   2
quarters                 	quarter                  	                   5
quenching                	quench                   	                   1
query                    	query                    	                   2
question                 	question                 	                   4
questionnaire            	questionnaire            	                   3
questionnaires           	questionnaire            	                   1
questions                	question                 	                   2
quickly                  	quickly                  	                   2
r6                       	r6                       	                   2
rCTs                     	rCTs                     	                   1
rCaIFNalpha              	rCaIFNalpha              	                   6
rDNA                     	rDNA                     	                   2
rMSD                     	rMSD                     	                   1
rMSF                     	rMSF                     	                   1
rNA                      	rNA                      	                   4
rNAs                     	rNAs                     	                   2
rOC                      	rOC                      	                   2
rR                       	rR                       	                   1
rRNA                     	rRNA                     	                   2
rRS                      	rRS                      	                   2
rS                       	rS                       	                   2
rT                       	rT                       	                   8
rTB                      	rTB                      	                   7
rabbit                   	rabbit                   	                   4
radial                   	radial                   	                   1
radiation                	radiation                	                   5
radical                  	radical                  	                   2
radicals                 	radical                  	                   4
radio                    	radio                    	                   1
radiographic             	radiographic             	                   1
radiological             	radiological             	                   1
radius                   	radius                   	                   1
raises                   	raise                    	                   2
ralpha                   	ralpha                   	                   1
raman                    	raman                    	                   4
ramework                 	ramework                 	                   1
ramifications            	ramification             	                   1
rampant                  	rampant                  	                   1
random                   	random                   	                   2
randomised               	randomise                	                   3
randomized               	randomize                	                   6
randomly                 	randomly                 	                   1
range                    	range                    	                  11
ranging                  	range                    	                   3
rank                     	rank                     	                   1
rapid                    	rapid                    	                   5
rapidly                  	rapidly                  	                   3
rapy                     	rapy                     	                   1
rare                     	rare                     	                   8
rarely                   	rarely                   	                   1
rate                     	rate                     	                  14
rater                    	rater                    	                   6
rates                    	rate                     	                   5
rather                   	rather                   	                   1
rating                   	rating                   	                   1
ratio                    	ratio                    	                   8
ratios                   	ratio                    	                   2
rats                     	rat                      	                   1
raw                      	raw                      	                   9
ray                      	ray                      	                   4
rayleigh                 	rayleigh                 	                   2
reached                  	reach                    	                   5
reaching                 	reach                    	                   1
reaction                 	reaction                 	                  14
reactions                	reaction                 	                   1
reactive                 	reactive                 	                   1
reactor                  	reactor                  	                   2
read                     	read                     	                   2
readmission              	readmission              	                   2
readmissions             	readmission              	                   1
reads                    	read                     	                   1
ready                    	ready                    	                   1
real                     	real                     	                   7
realized                 	realize                  	                   1
reallocate               	reallocate               	                   1
rearrangement            	rearrangement            	                   1
reasons                  	reason                   	                   1
reattach                 	reattach                 	                   1
received                 	receive                  	                   1
receiving                	receive                  	                   4
recent                   	recent                   	                   8
recently                 	recently                 	                   1
receptor                 	receptor                 	                   3
recession                	recession                	                   1
recognition              	recognition              	                   5
recognized               	recognize                	                   1
recommendation           	recommendation           	                   1
recommendations          	recommendation           	                   3
recommended              	recommend                	                   2
reconsider               	reconsider               	                   1
reconstructions          	reconstruction           	                   1
recorded                 	record                   	                   3
recovered                	recover                  	                   2
recovery                 	recovery                 	                   1
recruited                	recruit                  	                   1
recurrence               	recurrence               	                   2
recurrent                	recurrent                	                   1
recycled                 	recycle                  	                   1
red                      	red                      	                   1
redistribution           	redistribution           	                   1
redox                    	redox                    	                   1
reduce                   	reduce                   	                   3
reduced                  	reduce                   	                  11
reducing                 	reduce                   	                   1
reduction                	reduction                	                   7
reductions               	reduction                	                   1
ree                      	ree                      	                   1
reference                	reference                	                   4
refers                   	refers                   	                   1
refined                  	refine                   	                   2
reflect                  	reflect                  	                   2
reflected                	reflect                  	                   1
reflecting               	reflect                  	                   1
reflection               	reflection               	                   3
reflects                 	reflect                  	                   1
reflux                   	reflux                   	                   4
refractory               	refractory               	                   2
refusal                  	refusal                  	                   1
regarding                	regard                   	                   1
regardless               	regardless               	                   2
regenerative             	regenerative             	                   1
regime                   	regime                   	                   1
regimen                  	regimen                  	                   3
regimens                 	regimen                  	                   1
region                   	region                   	                  15
regional                 	regional                 	                   1
regions                  	region                   	                   2
registered               	register                 	                   2
registration             	registration             	                   2
registry                 	registry                 	                   1
regressed                	regress                  	                   1
regression               	regression               	                   7
regulate                 	regulate                 	                   1
regulated                	regulate                 	                   2
regulates                	regulates                	                   2
regulation               	regulation               	                   7
regulator                	regulator                	                   1
rehabilitation           	rehabilitation           	                   7
reinforce                	reinforce                	                   1
rejection                	rejection                	                   1
related                  	related                  	                   9
relating                 	relate                   	                   2
relation                 	relation                 	                   2
relations                	relation                 	                   1
relationship             	relationship             	                   4
relationships            	relationship             	                   1
relative                 	relative                 	                   7
relatively               	relatively               	                   3
release                  	release                  	                   8
releases                 	release                  	                   1
relevance                	relevance                	                   3
relevant                 	relevant                 	                   3
reliability              	reliability              	                   5
reliable                 	reliable                 	                   2
relieving                	relieve                  	                   1
relying                  	rely                     	                   1
remain                   	remain                   	                   2
remained                 	remain                   	                   1
remains                  	remains                  	                   9
remarkably               	remarkably               	                   2
remote                   	remote                   	                   1
removal                  	removal                  	                   7
remove                   	remove                   	                   1
removed                  	remove                   	                   2
renaturation             	renaturation             	                   1
rendered                 	render                   	                   1
renders                  	render                   	                   1
renewals                 	renewal                  	                   1
reorganization           	reorganization           	                   1
repeat                   	repeat                   	                   1
repeated                 	repeat                   	                   3
replacing                	replace                  	                   1
replication              	replication              	                   7
report                   	report                   	                  10
reported                 	report                   	                   7
reporting                	reporting                	                   1
reports                  	report                   	                   2
represent                	represent                	                   3
representative           	representative           	                   1
represents               	represent                	                   1
reproduce                	reproduce                	                   1
reproduced               	reproduce                	                   2
reproducibility          	reproducibility          	                   1
require                  	require                  	                   4
required                 	require                  	                   2
requirements             	requirement              	                   1
requires                 	require                  	                   1
requiring                	require                  	                   2
research                 	research                 	                  14
researched               	research                 	                   1
researchers              	researcher               	                   5
reservoir                	reservoir                	                   1
reside                   	reside                   	                   1
residents                	resident                 	                   1
residuals                	residual                 	                   1
residue                  	residue                  	                   5
residues                 	residue                  	                   5
resilience               	resilience               	                   1
resistance               	resistance               	                   5
resistant                	resistant                	                   2
resolution               	resolution               	                   3
resolving                	resolve                  	                   1
resonance                	resonance                	                   8
resources                	resource                 	                   3
respective               	respective               	                   1
respectively             	respectively             	                  10
responding               	respond                  	                   1
response                 	response                 	                  12
responses                	response                 	                   6
responsible              	responsible              	                   1
responsive               	responsive               	                   1
restoration              	restoration              	                   4
restore                  	restore                  	                   1
result                   	result                   	                   9
resulted                 	result                   	                   4
resulting                	result                   	                   2
results                  	result                   	                  52
resuscitation            	resuscitation            	                   1
retention                	retention                	                   3
retina                   	retina                   	                   1
retinal                  	retinal                  	                   2
retrieved                	retrieve                 	                   1
retroperitoneum          	retroperitoneum          	                   1
retrospective            	retrospective            	                   4
returned                 	return                   	                   1
reusability              	reusability              	                   2
reusable                 	reusable                 	                   2
reuse                    	reuse                    	                   5
reveal                   	reveal                   	                   7
revealed                 	reveal                   	                  11
reveals                  	reveals                  	                   2
reverse                  	reverse                  	                   5
review                   	review                   	                   9
reviewed                 	review                   	                   5
revised                  	revise                   	                   2
rg                       	rg                       	                   1
rganic                   	rganic                   	                   1
rh                       	rh                       	                   9
rheometer                	rheometer                	                   1
rhinosinusitis           	rhinosinusitis           	                   1
rhythm                   	rhythm                   	                   1
rials                    	rial                     	                   1
ribophagy                	ribophagy                	                   1
ribosomal                	ribosomal                	                   1
rich                     	rich                     	                   1
ricibacter               	ricibacter               	                   1
ricin                    	ricin                    	                   2
right                    	right                    	                   1
ring                     	ring                     	                   2
rise                     	rise                     	                   1
rising                   	rise                     	                   1
risk                     	risk                     	                  18
risks                    	risk                     	                   2
robiota                  	robiota                  	                   2
robots                   	robot                    	                   1
robust                   	robust                   	                   1
robustly                 	robustly                 	                   2
robustness               	robustness               	                   2
roduction                	roduction                	                   1
role                     	role                     	                  22
roles                    	role                     	                   9
rolling                  	roll                     	                   3
romania                  	romania                  	                   1
room                     	room                     	                   4
root                     	root                     	                   2
roseburia                	roseburia                	                   3
rotating                 	rotate                   	                   1
rotator                  	rotator                  	                   2
rought                   	rought                   	                   1
route                    	route                    	                   1
routine                  	routine                  	                   1
rs                       	r                        	                   1
rs972936                 	rs972936                 	                   5
rs978458                 	rs978458                 	                   6
rumi                     	rumi                     	                   2
ruminococcaceae          	ruminococcaceae          	                   1
run                      	run                      	                   1
running                  	run                      	                   3
s12630                   	s12630                   	                   1
s12902                   	s12902                   	                   1
sA                       	sA                       	                   2
sAs                      	sAs                      	                   1
sBRT                     	sBRT                     	                  10
sBS                      	sBS                      	                   2
sCI                      	sCI                      	                   3
sCIM                     	sCIM                     	                   6
sCOT                     	sCOT                     	                   1
sCT                      	sCT                      	                   6
sD                       	sD                       	                   3
sEM                      	sEM                      	                   1
sERS                     	sERS                     	                   6
sG                       	sG                       	                   5
sLI                      	sLI                      	                   1
sLip                     	sLip                     	                   7
sMD                      	sMD                      	                   1
sNPcorrespondinggene     	sNPcorrespondinggene     	                  11
sNPcorrespondingspecies  	sNPcorrespondingspecies  	                  11
sNPrs                    	sNPrs                    	                  11
sNPtmvar                 	sNPtmvar                 	                  11
sNPvariantgroup          	sNPvariantgroup          	                  11
sPE                      	sPE                      	                   1
sXRD                     	sXRD                     	                   1
sa                       	sa                       	                   2
saccade                  	saccade                  	                   1
sacrificed               	sacrifice                	                   1
safe                     	safe                     	                   2
safety                   	safety                   	                  14
salience                 	salience                 	                   1
salinity                 	salinity                 	                   1
salt                     	salt                     	                   5
salts                    	salt                     	                   1
salviae                  	salviae                  	                   1
sample                   	sample                   	                   6
sampled                  	sample                   	                   4
samples                  	sample                   	                   8
sampling                 	sample                   	                   2
saudi                    	saudi                    	                   3
savings                  	saving                   	                   1
scalable                 	scalable                 	                   1
scale                    	scale                    	                   4
scales                   	scale                    	                   2
scan                     	scan                     	                   3
scanning                 	scan                     	                   3
scattering               	scatter                  	                   4
scenario                 	scenario                 	                   1
schedule                 	schedule                 	                   1
scheduling               	schedule                 	                   2
scheme                   	scheme                   	                   1
schwann                  	schwann                  	                   4
science                  	science                  	                   3
scientific               	scientific               	                   2
scientists               	scientist                	                   2
scleroderma              	scleroderma              	                   2
scopus                   	scopus                   	                   1
score                    	score                    	                  10
scores                   	score                    	                   2
scraped                  	scrap                    	                   1
screened                 	screen                   	                   2
screening                	screen                   	                   1
screw                    	screw                    	                   1
scrutinized              	scrutinize               	                   1
seamless                 	seamless                 	                   1
search                   	search                   	                   1
searches                 	search                   	                   2
seated                   	seat                     	                   1
second                   	second                   	                   4
secondary                	secondary                	                   7
secreting                	secrete                  	                   1
sectional                	sectional                	                   2
sector                   	sector                   	                   1
sectors                  	sector                   	                   1
seed                     	seed                     	                   1
seems                    	seem                     	                   1
seen                     	see                      	                   1
segmental                	segmental                	                   1
seldom                   	seldom                   	                   1
select                   	select                   	                   3
selected                 	select                   	                   5
selection                	selection                	                   5
selective                	selective                	                   8
selectively              	selectively              	                   1
selectivity              	selectivity              	                   3
self                     	self                     	                  11
semi                     	semi                     	                   1
semiconductor            	semiconductor            	                   2
send                     	send                     	                   1
sensing                  	sense                    	                   8
sensitive                	sensitive                	                   7
sensitivity              	sensitivity              	                   5
sensor                   	sensor                   	                  13
sensors                  	sensor                   	                   4
separated                	separate                 	                   1
separately               	separately               	                   2
septa                    	septum                   	                   1
septal                   	septal                   	                   3
sequence                 	sequence                 	                   6
sequencing               	sequence                 	                  11
sequestration            	sequestration            	                   3
series                   	series                   	                  13
serious                  	serious                  	                   2
seriously                	seriously                	                   2
serum                    	serum                    	                   2
servants                 	servant                  	                   1
serve                    	serve                    	                   1
served                   	serve                    	                   3
service                  	service                  	                   1
services                 	service                  	                   3
